0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,2.040816326530612082e-02
0.000000000000000000e+00,8.163265306122448328e-02
5.128205128205128027e-02,8.163265306122448328e-02
5.128205128205128027e-02,1.632653061224489666e-01
7.692307692307692735e-02,1.632653061224489666e-01
7.692307692307692735e-02,2.857142857142856984e-01
1.025641025641025605e-01,2.857142857142856984e-01
1.025641025641025605e-01,4.081632653061224580e-01
1.282051282051281937e-01,4.081632653061224580e-01
1.282051282051281937e-01,4.285714285714285476e-01
1.538461538461538547e-01,4.285714285714285476e-01
1.538461538461538547e-01,5.102040816326530726e-01
1.794871794871794879e-01,5.102040816326530726e-01
1.794871794871794879e-01,5.510204081632652517e-01
2.051282051282051211e-01,5.510204081632652517e-01
2.051282051282051211e-01,5.714285714285713969e-01
2.564102564102563875e-01,5.714285714285713969e-01
2.564102564102563875e-01,7.142857142857143016e-01
3.333333333333333148e-01,7.142857142857143016e-01
3.333333333333333148e-01,8.163265306122449161e-01
3.589743589743589758e-01,8.163265306122449161e-01
3.589743589743589758e-01,8.571428571428570953e-01
3.846153846153846367e-01,8.571428571428570953e-01
3.846153846153846367e-01,8.979591836734693855e-01
4.358974358974359031e-01,8.979591836734693855e-01
4.358974358974359031e-01,9.183673469387755306e-01
4.871794871794871695e-01,9.183673469387755306e-01
4.871794871794871695e-01,9.387755102040816757e-01
5.128205128205127750e-01,9.387755102040816757e-01
5.128205128205127750e-01,9.591836734693877098e-01
7.435897435897436125e-01,9.591836734693877098e-01
7.435897435897436125e-01,9.795918367346938549e-01
7.692307692307692735e-01,9.795918367346938549e-01
7.692307692307692735e-01,1.000000000000000000e+00
1.000000000000000000e+00,1.000000000000000000e+00
